video_id,true_label,tracking_quality,feedback_flag,tube_visible_fraction,vocal_cords_visible_fraction,epiglottis_visible_fraction,esophagus_visible_fraction,tube_to_vocal_cords_near_fraction,tube_to_vocal_cords_min_distance,tube_to_esophagus_near_fraction,tube_to_esophagus_min_distance,tube_motion_max_step,feedback_reasons
19.LG,1,0.59985935302391,uncertain_alignment,0.2580872011251758,0.59985935302391,0.0,0.8030942334739803,0.0,0.300822313308116,0.0,0.2717416488703113,0.09686469892027853,ET tube visible in 25.8% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 80.3% of indexed frames
2.MG,1,0.4651600753295669,uncertain_alignment,0.4651600753295669,0.3625235404896422,0.0,0.7551789077212806,0.0,0.24312127350732005,0.0,0.2239497671749639,0.09902549080888187,ET tube visible in 46.5% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 75.5% of indexed frames
20.MG,1,0.523110386079391,uncertain_alignment,0.523110386079391,0.14845024469820556,0.0016313213703099511,0.6460032626427407,0.0,0.23105266198685598,0.0,0.18603306659945135,0.09140150559559924,ET tube visible in 52.3% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 64.6% of indexed frames
21.RG,1,0.41735918744228995,uncertain_alignment,0.41735918744228995,0.3527239150507849,0.0,0.7220683287165282,0.0,0.19664312294252276,0.0,0.14778872683753852,0.09955872935313431,ET tube visible in 41.7% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 72.2% of indexed frames
23.RG,1,0.3370726495726496,uncertain_alignment,0.14316239316239315,0.1987179487179487,0.3370726495726496,0.32371794871794873,0.0,0.3612136484175286,0.0,0.33844229403950327,0.11942717553453519,ET tube visible in 14.3% of indexed frames | vocal cords visible but tube does not clearly approach them | epiglottis visible in 33.7% of indexed frames | esophagus visible in 32.4% of indexed frames
25.RB,0,0.1879120879120879,limited_anatomy_evidence,0.1879120879120879,0.0,0.0032967032967032967,0.6131868131868132,0.0,1.0,0.0,0.22608052662461675,0.3852271066108393,ET tube visible in 18.8% of indexed frames | vocal cords rarely visible | esophagus visible in 61.3% of indexed frames | large tube trajectory jump detected
26.RB,0,0.47593097184377836,uncertain_alignment,0.47593097184377836,0.08900999091734786,0.0027247956403269754,0.6975476839237057,0.0,0.5107525078713941,0.0,0.1586464140256963,0.23860557028002202,ET tube visible in 47.6% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 69.8% of indexed frames | large tube trajectory jump detected
27.RB,0,0.8381877022653722,uncertain_alignment,0.24919093851132687,0.16585760517799353,0.8381877022653722,0.7006472491909385,0.0,1.0,0.0,0.15969369999477986,0.10226594779599381,ET tube visible in 24.9% of indexed frames | vocal cords visible but tube does not clearly approach them | epiglottis visible in 83.8% of indexed frames | esophagus visible in 70.1% of indexed frames
28.CB,0,0.48554913294797686,uncertain_alignment,0.48554913294797686,0.05394990366088632,0.0,0.7870905587668593,0.0,1.0,0.0,0.24428989293974543,0.4060202673364815,ET tube visible in 48.6% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 78.7% of indexed frames | large tube trajectory jump detected
29.CB,0,0.37716535433070864,uncertain_alignment,0.37716535433070864,0.3488188976377953,0.0,0.8141732283464567,0.0,0.2581681638842177,0.0,0.1993621855111766,0.11872610438993185,ET tube visible in 37.7% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 81.4% of indexed frames
3.LG,1,0.2671156004489338,uncertain_alignment,0.19528619528619529,0.2671156004489338,0.06453423120089787,0.3759820426487093,0.0,0.20645449541620522,0.0,0.2141267730988548,0.1518897943422862,ET tube visible in 19.5% of indexed frames | vocal cords visible but tube does not clearly approach them | epiglottis visible in 6.5% of indexed frames | esophagus visible in 37.6% of indexed frames
30.CB,0,0.39334341906202724,uncertain_alignment,0.3767019667170953,0.39334341906202724,0.0,0.7428139183055976,0.0,0.1520924318388321,0.0,0.2318423054902255,0.17749566721275825,ET tube visible in 37.7% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 74.3% of indexed frames
31.RB,0,0.2949389179755672,uncertain_alignment,0.2949389179755672,0.2513089005235602,0.0,0.6675392670157068,0.0,0.4121873551179112,0.0,0.21858302589105572,0.2952407578724142,ET tube visible in 29.5% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 66.8% of indexed frames | large tube trajectory jump detected
32.RB,0,0.5989159891598916,limited_anatomy_evidence,0.5989159891598916,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.15518423015982855,ET tube visible in 59.9% of indexed frames | vocal cords rarely visible
33.RB,0,0.3897849462365591,uncertain_alignment,0.3897849462365591,0.1532258064516129,0.0,0.4910394265232975,0.0,1.0,0.0,0.21452548316527803,0.18939562553032385,ET tube visible in 39.0% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 49.1% of indexed frames
34.MB,0,0.620616365568544,uncertain_alignment,0.620616365568544,0.383634431455898,0.02763018065887354,0.44208289054197664,0.0,0.19946623055091833,0.0,0.16185797172808616,0.19535629617435915,ET tube visible in 62.1% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 44.2% of indexed frames
35.RB,0,0.6539657853810265,uncertain_alignment,0.6539657853810265,0.10031104199066875,0.008553654743390357,0.5435458786936236,0.0,0.34804039915787127,0.0,0.1622796995668725,0.23613939033864,ET tube visible in 65.4% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 54.4% of indexed frames | large tube trajectory jump detected
36.LB,0,0.553314121037464,uncertain_alignment,0.553314121037464,0.19692603266090297,0.10854947166186359,0.7627281460134486,0.0,0.25442467183289535,0.0,0.165027932444725,0.15322431427616878,ET tube visible in 55.3% of indexed frames | vocal cords visible but tube does not clearly approach them | epiglottis visible in 10.9% of indexed frames | esophagus visible in 76.3% of indexed frames
37.LB,0,0.28530913216108905,uncertain_alignment,0.28530913216108905,0.2144072603516733,0.01588201928530913,0.5099262620533183,0.0,0.2714399599261348,0.0,0.20724722983681326,0.24279762144256686,ET tube visible in 28.5% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 51.0% of indexed frames | large tube trajectory jump detected
38.CB,0,0.2870264064293915,limited_anatomy_evidence,0.2870264064293915,0.0,0.02123995407577497,0.2927669345579793,0.0,1.0,0.0,0.25674091447152864,0.44156439689255816,ET tube visible in 28.7% of indexed frames | vocal cords rarely visible | esophagus visible in 29.3% of indexed frames | large tube trajectory jump detected
39.LB,0,0.47139403706688154,uncertain_alignment,0.47139403706688154,0.0531829170024174,0.0016116035455278,0.47139403706688154,0.0,1.0,0.0,0.20437344733631962,0.2112292120901954,ET tube visible in 47.1% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 47.1% of indexed frames | large tube trajectory jump detected
4.RB,0,0.47066326530612246,uncertain_alignment,0.47066326530612246,0.41964285714285715,0.0,0.8641581632653061,0.0,0.23587149740590352,0.0,0.22537545449818785,0.06248635893661618,ET tube visible in 47.1% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 86.4% of indexed frames
40.RG,1,0.36149584487534625,uncertain_alignment,0.31163434903047094,0.36149584487534625,0.0,0.2839335180055402,0.0,0.15786885119208963,0.0,0.22672704113453868,0.13062458278854772,ET tube visible in 31.2% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 28.4% of indexed frames
41.MG,1,0.41935483870967744,uncertain_alignment,0.3467741935483871,0.41935483870967744,0.03494623655913978,0.6639784946236559,0.0,0.23899238469103926,0.0,0.24351311217134503,0.3427027057426619,ET tube visible in 34.7% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 66.4% of indexed frames | large tube trajectory jump detected
43.RG,1,0.4708029197080292,uncertain_alignment,0.33211678832116787,0.4708029197080292,0.010948905109489052,0.5364963503649635,0.0,0.14583519638202605,0.0,0.23838728809106885,0.22481781253252844,ET tube visible in 33.2% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 53.6% of indexed frames | large tube trajectory jump detected
44.RG,1,0.4403409090909091,limited_anatomy_evidence,0.4403409090909091,0.03409090909090909,0.0,0.8352272727272727,0.0,0.22496856709907004,0.0,0.2046402017593934,0.23099304125325687,ET tube visible in 44.0% of indexed frames | vocal cords rarely visible | esophagus visible in 83.5% of indexed frames | large tube trajectory jump detected
45.MG,1,0.47854785478547857,uncertain_alignment,0.39603960396039606,0.47854785478547857,0.0,0.5577557755775577,0.0,0.21960860206272362,0.0,0.2369498091037906,0.17429825627333606,ET tube visible in 39.6% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 55.8% of indexed frames
46.RG,1,0.5324165029469549,uncertain_alignment,0.34970530451866405,0.5324165029469549,0.0,0.8487229862475442,0.0,0.24312633369697242,0.0,0.18204022388400798,0.2755358521567809,ET tube visible in 35.0% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 84.9% of indexed frames | large tube trajectory jump detected
47.MG,1,0.3722466960352423,uncertain_alignment,0.3722466960352423,0.29295154185022027,0.1299559471365639,0.6585903083700441,0.0,0.2952128931332476,0.0,0.33667572768167564,0.18265552425675544,ET tube visible in 37.2% of indexed frames | vocal cords visible but tube does not clearly approach them | epiglottis visible in 13.0% of indexed frames | esophagus visible in 65.9% of indexed frames
48.RG,1,0.6027131782945736,uncertain_alignment,0.37790697674418605,0.6027131782945736,0.007751937984496124,0.6937984496124031,0.0,0.12266593322950761,0.001937984496124031,0.09998654075895917,0.12718992033863416,ET tube visible in 37.8% of indexed frames | vocal cords visible but tube does not clearly approach them | tube near esophagus in 0.2% of indexed frames
49.RG,1,0.30857142857142855,uncertain_alignment,0.28,0.30857142857142855,0.0,0.5428571428571428,0.0,0.23117619445611814,0.0,0.20482627287815278,0.10531775626583047,ET tube visible in 28.0% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 54.3% of indexed frames
5.MG,1,0.4099509460406447,uncertain_alignment,0.32445690259285215,0.4099509460406447,0.0,0.7028731604765242,0.0,0.2497340553564796,0.0,0.261251241199884,0.09389016832181511,ET tube visible in 32.4% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 70.3% of indexed frames
50.RG,1,0.494824016563147,uncertain_alignment,0.391304347826087,0.494824016563147,0.0,0.7308488612836439,0.0,0.21896691267777313,0.0,0.27009835150821865,0.21389005243442527,ET tube visible in 39.1% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 73.1% of indexed frames | large tube trajectory jump detected
51.RG,1,0.5714285714285714,uncertain_alignment,0.5212355212355212,0.5714285714285714,0.0,0.7335907335907336,0.0,0.15130722561793306,0.003861003861003861,0.11238284895346502,0.37363289058227994,ET tube visible in 52.1% of indexed frames | vocal cords visible but tube does not clearly approach them | tube near esophagus in 0.4% of indexed frames | large tube trajectory jump detected
52.MG,1,0.5025,uncertain_alignment,0.3275,0.5025,0.0,0.8125,0.0,0.19401750860977737,0.0,0.24170801251635296,0.11739204694533861,ET tube visible in 32.8% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 81.2% of indexed frames
53.RB,0,0.3423580786026201,limited_anatomy_evidence,0.3423580786026201,0.0,0.0,0.5930131004366812,0.0,1.0,0.0,0.2528707407272956,0.217302588808905,ET tube visible in 34.2% of indexed frames | vocal cords rarely visible | esophagus visible in 59.3% of indexed frames | large tube trajectory jump detected
54.MG,1,0.5059523809523809,uncertain_alignment,0.5059523809523809,0.4623015873015873,0.005952380952380952,0.8293650793650794,0.0,0.16637241553374535,0.0,0.18219670604934857,0.36705297962007627,ET tube visible in 50.6% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 82.9% of indexed frames | large tube trajectory jump detected
6.RG,1,0.23324396782841822,uncertain_alignment,0.19168900804289543,0.23324396782841822,0.0020107238605898124,0.32238605898123324,0.0,0.23251611667771294,0.0006702412868632708,0.11702274965672103,0.1473787758496731,ET tube visible in 19.2% of indexed frames | vocal cords visible but tube does not clearly approach them | tube near esophagus in 0.1% of indexed frames
7.LB,0,0.6022222222222222,uncertain_alignment,0.17925925925925926,0.6022222222222222,0.037037037037037035,0.6822222222222222,0.0,0.3765434575674204,0.0,0.16943146424440203,0.07801456332135569,ET tube visible in 17.9% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 68.2% of indexed frames
8.MB,0,0.6156178923426838,uncertain_alignment,0.21228203184230476,0.6156178923426838,0.0,0.5875663381349507,0.0,0.2475592836190482,0.0,0.1809039753156788,0.11939126941838712,ET tube visible in 21.2% of indexed frames | vocal cords visible but tube does not clearly approach them | esophagus visible in 58.8% of indexed frames
